Isolate,Chromosome,BinStartPos,BinStopPos,CopyNumber
E43,cpar_Chr_2,1660001,1665000,2.013086207915343
E43,cpar_Chr_2,1665001,1670000,1.9483137845869447
E43,cpar_Chr_2,1670001,1675000,1.8860012809867028
E43,cpar_Chr_2,1675001,1680000,1.9560557304868853
E43,cpar_Chr_2,1680001,1685000,1.975880946310675
E43,cpar_Chr_2,1685001,1690000,1.9049284048644366
E43,cpar_Chr_2,1690001,1695000,1.9614918089267888
E43,cpar_Chr_2,1695001,1700000,1.903869705234597
E43,cpar_Chr_2,1700001,1705000,1.8355065529758916
E43,cpar_Chr_2,1705001,1710000,1.7177663710771969
E43,cpar_Chr_2,1710001,1715000,1.879114816830998
E43,cpar_Chr_2,1715001,1720000,1.8623132864825236
E43,cpar_Chr_2,1720001,1725000,2.0558340734644647
E43,cpar_Chr_2,1725001,1730000,1.970225261446006
E43,cpar_Chr_2,1730001,1735000,2.011378522134704
E43,cpar_Chr_2,1735001,1740000,2.046926902430134
E43,cpar_Chr_2,1740001,1745000,1.9190979358235574
E43,cpar_Chr_2,1745001,1750000,1.947591050009918
E43,cpar_Chr_2,1750001,1755000,1.953158236763114
E43,cpar_Chr_2,1755001,1760000,1.9678751449302325
E43,cpar_Chr_2,1760001,1765000,1.9967075018772382
E43,cpar_Chr_2,1765001,1770000,2.004798523661321
E43,cpar_Chr_2,1770001,1775000,1.8774841571844183
E43,cpar_Chr_2,1775001,1780000,1.9444608390300522
E43,cpar_Chr_2,1780001,1785000,2.071335992657424
E43,cpar_Chr_2,1785001,1790000,1.9465520166270724
E43,cpar_Chr_2,1790001,1795000,2.095351757944835
E43,cpar_Chr_2,1795001,1800000,1.9088665708249695
E43,cpar_Chr_2,1800001,1805000,2.024953149122259
E43,cpar_Chr_2,1805001,1810000,1.9364615930652742
E43,cpar_Chr_2,1810001,1815000,1.9665575063816398
E43,cpar_Chr_2,1815001,1820000,1.9768413147055448
E43,cpar_Chr_2,1820001,1825000,1.9749648269715412
E43,cpar_Chr_2,1825001,1830000,1.9946507402124571
E43,cpar_Chr_2,1830001,1835000,1.9560557304868853
E43,cpar_Chr_2,1835001,1840000,1.9235933121155848
E43,cpar_Chr_2,1840001,1845000,1.805467999546592
E43,cpar_Chr_2,1845001,1850000,1.9915860833892378
E43,cpar_Chr_2,1850001,1855000,1.9877757480341653
E43,cpar_Chr_2,1855001,1860000,1.9746436116039738
E43,cpar_Chr_2,1860001,1865000,1.940252262173353
E43,cpar_Chr_2,1865001,1870000,2.026021681875595
E43,cpar_Chr_2,1870001,1875000,1.9353914214580217
E43,cpar_Chr_2,1875001,1880000,2.0350812663241284
E43,cpar_Chr_2,1880001,1885000,2.0310496856903746
E43,cpar_Chr_2,1885001,1890000,1.9179458215204968
E43,cpar_Chr_2,1890001,1895000,2.04634838699773
E43,cpar_Chr_2,1895001,1900000,1.8940824696472884
E43,cpar_Chr_2,1900001,1905000,1.7289400770775767
E43,cpar_Chr_2,1905001,1910000,1.8708959644414545
E43,cpar_Chr_2,1910001,1915000,2.0430690403114933
E43,cpar_Chr_2,1915001,1920000,2.0607899677069335
E43,cpar_Chr_2,1920001,1925000,2.0540903328976703
E43,cpar_Chr_2,1925001,1930000,2.0543066616146035
E43,cpar_Chr_2,1930001,1935000,1.881419045437119
E43,cpar_Chr_2,1935001,1940000,1.9542185752468697
E43,cpar_Chr_2,1940001,1945000,1.9871103733442044
E43,cpar_Chr_2,1945001,1950000,1.912319636026319
E43,cpar_Chr_2,1950001,1955000,2.020443023144986
E43,cpar_Chr_2,1955001,1960000,2.045784621250571
E43,cpar_Chr_2,1960001,1965000,2.2407475996787327
E43,cpar_Chr_2,1965001,1970000,2.0355827556224737
E43,cpar_Chr_2,1970001,1975000,2.0595641049776456
E43,cpar_Chr_2,1975001,1980000,2.1128153852754377
E43,cpar_Chr_2,1980001,1985000,2.0716145978231713
E43,cpar_Chr_2,1985001,1990000,1.9779557353685338
E43,cpar_Chr_2,1990001,1995000,2.0392029839232717
E43,cpar_Chr_2,1995001,2000000,2.0037578514245595
E43,cpar_Chr_2,2000001,2005000,1.9211317535335122
E43,cpar_Chr_2,2005001,2010000,1.9312959255215376
E43,cpar_Chr_2,2010001,2015000,1.9747763587711828
E43,cpar_Chr_2,2015001,2020000,1.8903409661566948
E43,cpar_Chr_2,2020001,2025000,1.9027569234255244
E43,cpar_Chr_2,2025001,2030000,1.9751614894414806
E43,cpar_Chr_2,2030001,2035000,1.9896260141055102
E43,cpar_Chr_2,2035001,2040000,2.0095708662651797
E43,cpar_Chr_2,2040001,2045000,2.02917811451812
E43,cpar_Chr_2,2045001,2050000,1.9961797909162347
E43,cpar_Chr_2,2050001,2055000,1.9429907870672565
E43,cpar_Chr_2,2055001,2060000,2.060175397488373
E43,cpar_Chr_2,2060001,2065000,2.093614572793705
E43,cpar_Chr_2,2065001,2070000,2.0383360302016227
E43,cpar_Chr_2,2070001,2075000,2.3191143162416794
E43,cpar_Chr_2,2075001,2080000,2.017894605305357
E43,cpar_Chr_2,2080001,2085000,1.9451983232923242
E43,cpar_Chr_2,2085001,2090000,1.8437893206681653
E43,cpar_Chr_2,2090001,2095000,1.885553873867591
E43,cpar_Chr_2,2095001,2100000,1.8970045461798022
E43,cpar_Chr_2,2100001,2105000,2.10716789468035
E43,cpar_Chr_2,2105001,2110000,2.055173615336252
E43,cpar_Chr_2,2110001,2115000,1.9536318655448843
E43,cpar_Chr_2,2115001,2120000,1.882176195946385
E43,cpar_Chr_2,2120001,2125000,2.108449478442787
E43,cpar_Chr_2,2125001,2130000,1.9889081960902322
E43,cpar_Chr_2,2130001,2135000,1.9614557541406332
E43,cpar_Chr_2,2135001,2140000,2.049962059882863
E43,cpar_Chr_2,2140001,2145000,1.919707589480369
E43,cpar_Chr_2,2145001,2150000,2.0250449249415636
E43,cpar_Chr_2,2150001,2155000,1.943498831781266
E43,cpar_Chr_2,2155001,2160000,2.038326197078126
E43,cpar_Chr_2,2160001,2165000,2.3812022968554074
E43,cpar_Chr_2,2165001,2170000,2.0559209327220214
E43,cpar_Chr_2,2170001,2175000,2.046420496570041
E43,cpar_Chr_2,2175001,2180000,1.984096520992386
E43,cpar_Chr_2,2180001,2185000,1.7807000003116633
E43,cpar_Chr_2,2185001,2190000,1.9285115127179815
E43,cpar_Chr_2,2190001,2195000,2.0445554808134507
E43,cpar_Chr_2,2195001,2200000,2.0225128956410963
E43,cpar_Chr_2,2200001,2205000,2.0811658384465526
E43,cpar_Chr_2,2205001,2210000,1.9250994188645358
E43,cpar_Chr_2,2210001,2215000,1.9218856263349458
E43,cpar_Chr_2,2215001,2220000,1.9946277962576309
E43,cpar_Chr_2,2220001,2225000,1.9838146381188062
E43,cpar_Chr_2,2225001,2230000,1.914286260725711
E43,cpar_Chr_2,2230001,2235000,1.9493593733854548
E43,cpar_Chr_2,2235001,2240000,1.8785592453534194
E43,cpar_Chr_2,2240001,2245000,2.015580543575739
E43,cpar_Chr_2,2245001,2250000,1.9238948612361582
E43,cpar_Chr_2,2250001,2255000,1.865253390408115
E43,cpar_Chr_2,2255001,2260000,1.9960617934342713
E43,cpar_Chr_2,2260001,2265000,1.8393496654092876
E43,cpar_Chr_2,2265001,2270000,1.8687425103956201
E43,cpar_Chr_2,2270001,2275000,1.9702367334234192
E43,cpar_Chr_2,2275001,2280000,2.0299745975213734
E43,cpar_Chr_2,2280001,2285000,1.955039641058866
E43,cpar_Chr_2,2285001,2290000,1.949144683522438
E43,cpar_Chr_2,2290001,2295000,1.9800928008752063
E43,cpar_Chr_2,2295001,2300000,2.0473415324709228
E43,cpar_Chr_2,2300001,2305000,2.0322149108247647
E43,cpar_Chr_2,2305001,2310000,1.9107168368963143
E43,cpar_Chr_2,2310001,2315000,2.0213181711362154
E43,cpar_Chr_2,2315001,2320000,1.9691927834788252
E43,cpar_Chr_2,2320001,2325000,2.0267411387447893
E43,cpar_Chr_2,2325001,2330000,2.0345486388013767
E43,cpar_Chr_2,2330001,2335000,2.0385392480872264
E43,cpar_Chr_2,2335001,2340000,1.9171903098651468
E43,cpar_Chr_2,2340001,2345000,1.9973843485446126
E43,cpar_Chr_2,2345001,2350000,2.0918036392163484
E43,cpar_Chr_2,2350001,2355000,2.0153756868362187
E43,cpar_Chr_2,2355001,2360000,1.9460275833739014
E43,cpar_Chr_2,2360001,2365000,1.9114149886645986
E43,cpar_Chr_2,2365001,2370000,1.6679288234867662
E43,cpar_Chr_2,2370001,2375000,1.7712880622711555
E43,cpar_Chr_2,2375001,2380000,1.8837298294589049
E43,cpar_Chr_2,2380001,2385000,2.0477233854333883
E43,cpar_Chr_2,2385001,2390000,2.0760690027672943
E43,cpar_Chr_2,2390001,2395000,1.989939035203497
E43,cpar_Chr_2,2395001,2400000,1.9681406392646503
E43,cpar_Chr_2,2400001,2405000,1.9408717489536613
E43,cpar_Chr_2,2405001,2410000,1.9706415303407108
E43,cpar_Chr_2,2410001,2415000,2.005809696527592
E43,cpar_Chr_2,2415001,2420000,1.9533221221547301
E43,cpar_Chr_2,2420001,2425000,1.8884103962434582
E43,cpar_Chr_2,2425001,2430000,1.955233025820973
E43,cpar_Chr_2,2430001,2435000,2.0004571996374128
E43,cpar_Chr_2,2435001,2440000,1.878301945288582
E43,cpar_Chr_2,2440001,2445000,1.8699274017770038
E43,cpar_Chr_2,2445001,2450000,1.8722037698665503
E43,cpar_Chr_2,2450001,2455000,2.0243058018253755
E43,cpar_Chr_2,2455001,2460000,1.8634195128759319
E43,cpar_Chr_2,2460001,2465000,2.0970283055010666
E43,cpar_Chr_2,2465001,2470000,2.045510932646572
E43,cpar_Chr_2,2470001,2475000,1.9495330919005678
E43,cpar_Chr_2,2475001,2480000,1.9705808927458128
E43,cpar_Chr_2,2480001,2485000,1.900534637515211
E43,cpar_Chr_2,2485001,2490000,1.9129538724918729
E43,cpar_Chr_2,2490001,2495000,1.9273397321679269
E43,cpar_Chr_2,2495001,2500000,2.0035988825946918
E43,cpar_Chr_2,2500001,2505000,2.0050197689400027
E43,cpar_Chr_2,2505001,2510000,1.9607133533166126
E43,cpar_Chr_2,2510001,2515000,1.9625078983548079
E43,cpar_Chr_2,2515001,2520000,1.8457739727606353
E43,cpar_Chr_2,2520001,2525000,1.8719677749026231
E43,cpar_Chr_2,2525001,2530000,2.000194983010827
E43,cpar_Chr_2,2530001,2535000,1.9970549389074643
E43,cpar_Chr_2,2535001,2540000,1.977182196320106
E43,cpar_Chr_2,2540001,2545000,1.9553166073706971
E43,cpar_Chr_2,2545001,2550000,1.964974373498629
E43,cpar_Chr_2,2550001,2555000,1.9646285753223192
E43,cpar_Chr_2,2555001,2560000,2.0141547406686793
E43,cpar_Chr_2,2560001,2565000,1.9494872039909155
E43,cpar_Chr_2,2565001,2570000,1.983208262169827
E43,cpar_Chr_2,2570001,2575000,1.9420943339751169
E43,cpar_Chr_2,2575001,2580000,2.0065799578681873
E43,cpar_Chr_2,2580001,2585000,2.07012979617513
E43,cpar_Chr_2,2585001,2590000,1.9659199922082533
E43,cpar_Chr_2,2590001,2595000,1.9461128037775417
E43,cpar_Chr_2,2595001,2600000,1.9710561603814993
E43,cpar_Chr_2,2600001,2605000,1.948675971302416
E43,cpar_Chr_2,2605001,2610000,1.9398212435934028
E43,cpar_Chr_2,2610001,2615000,1.7195133893518235
E43,cpar_Chr_2,2615001,2620000,1.8793458952331763
E43,cpar_Chr_2,2620001,2625000,1.9062198217503707
E43,cpar_Chr_2,2625001,2630000,1.8786788816892992
E43,cpar_Chr_2,2630001,2635000,1.9526338035099429
E43,cpar_Chr_2,2635001,2640000,1.8751602623313033
E43,cpar_Chr_2,2640001,2645000,2.0610472677717704
E43,cpar_Chr_2,2645001,2650000,1.8465933997187154
E43,cpar_Chr_2,2650001,2655000,1.8653697490361625
E43,cpar_Chr_2,2655001,2660000,2.0192319101009435
E43,cpar_Chr_2,2660001,2665000,2.020554465211285
E43,cpar_Chr_2,2665001,2670000,1.9401244315678923
E43,cpar_Chr_2,2670001,2675000,2.0344011419489223
E43,cpar_Chr_2,2675001,2680000,1.9784129756111424
E43,cpar_Chr_2,2680001,2685000,1.9840817713071404
E43,cpar_Chr_2,2685001,2690000,2.0594100527095263
E43,cpar_Chr_2,2690001,2695000,1.9470666167567467
E43,cpar_Chr_2,2695001,2700000,1.9404390915197949
E43,cpar_Chr_2,2700001,2705000,1.896173647244309
E43,cpar_Chr_2,2705001,2710000,2.0532217403221056
E43,cpar_Chr_2,2710001,2715000,2.0029843123761317
E43,cpar_Chr_2,2715001,2720000,1.9883182086804145
E43,cpar_Chr_2,2720001,2725000,2.003171141722574
E43,cpar_Chr_2,2725001,2730000,1.8833233936876972
E43,cpar_Chr_2,2730001,2735000,1.8630507707447956
E43,cpar_Chr_2,2735001,2740000,1.900931240162922
E43,cpar_Chr_2,2740001,2745000,1.9062280160199516
E43,cpar_Chr_2,2745001,2750000,1.945676868635843
E43,cpar_Chr_2,2750001,2755000,1.986308973779202
E43,cpar_Chr_2,2755001,2760000,2.022398175866965
E43,cpar_Chr_2,2760001,2765000,1.8867043493167355
E43,cpar_Chr_2,2765001,2770000,2.0858300166919443
E43,cpar_Chr_2,2770001,2775000,2.0200382262276944
E43,cpar_Chr_2,2775001,2780000,2.1108143446438064
E43,cpar_Chr_2,2780001,2785000,2.0685056919442153
E43,cpar_Chr_2,2785001,2790000,1.9762316610487332
E43,cpar_Chr_2,2790001,2795000,1.97441908861746
E43,cpar_Chr_2,2795001,2800000,2.0027007906486363
E43,cpar_Chr_2,2800001,2805000,1.9381446960371709
E43,cpar_Chr_2,2805001,2810000,1.9703760360062927
E43,cpar_Chr_2,2810001,2815000,2.0582431887212205
E43,cpar_Chr_2,2815001,2820000,2.0871919042962737
E43,cpar_Chr_2,2820001,2825000,2.062251825400148
E43,cpar_Chr_2,2825001,2830000,2.0598918757608775
E43,cpar_Chr_2,2830001,2835000,2.0177143313745796
E43,cpar_Chr_2,2835001,2840000,1.9847717288058437
E43,cpar_Chr_2,2840001,2845000,2.0090677381129183
E43,cpar_Chr_2,2845001,2850000,2.15012553353074
E43,cpar_Chr_2,2850001,2855000,2.0462697220097543
E43,cpar_Chr_2,2855001,2860000,1.9908944870366183
E43,cpar_Chr_2,2860001,2865000,1.9937198711880784
E43,cpar_Chr_2,2865001,2870000,1.9638910910600471
E43,cpar_Chr_2,2870001,2875000,1.974520697560262
E43,cpar_Chr_2,2875001,2880000,2.0155575996209123
E43,cpar_Chr_2,2880001,2885000,1.9613983942535675
E43,cpar_Chr_2,2885001,2890000,1.9441855115721371
E43,cpar_Chr_2,2890001,2895000,1.9034468809242278
E43,cpar_Chr_2,2895001,2900000,2.0328425918746538
E43,cpar_Chr_2,2900001,2905000,1.9005248043917142
E43,cpar_Chr_2,2905001,2910000,1.7302527990644212
E43,cpar_Chr_2,2910001,2915000,1.9621555447628334
E43,cpar_Chr_2,2915001,2920000,1.9867858802688045
E43,cpar_Chr_2,2920001,2925000,2.0853072222926894
E43,cpar_Chr_2,2925001,2930000,2.011958676421025
E43,cpar_Chr_2,2930001,2935000,1.9872693421740717
E43,cpar_Chr_2,2935001,2940000,1.915105687683791
E43,cpar_Chr_2,2940001,2945000,2.0294354145829567
E43,cpar_Chr_2,2945001,2950000,2.081877101046166
E43,cpar_Chr_2,2950001,2955000,1.9888737801579928
E43,cpar_Chr_2,2955001,2960000,2.007858263922792
E43,cpar_Chr_2,2960001,2965000,1.9273708703923338
E43,cpar_Chr_2,2965001,2970000,2.0181256837075354
E43,cpar_Chr_2,2970001,2975000,1.9626111461515259
E43,cpar_Chr_2,2975001,2980000,1.9615393356903572
E43,cpar_Chr_2,2980001,2985000,1.9211432255109253
E43,cpar_Chr_2,2985001,2990000,1.9720542224164408
E43,cpar_Chr_2,2990001,2995000,2.0489656367018374
E43,cpar_Chr_2,2995001,3000000,1.9775656881364874
E43,cpar_Chr_2,3000001,3005000,2.0547655407111285
E43,cpar_Chr_2,3005001,3010000,1.9728244837570361
E43,cpar_Chr_2,3010001,3015000,2.122617370547992
E43,cpar_Chr_2,3015001,3020000,1.9390657319380529
E43,cpar_Chr_2,3020001,3023470,1.9458202282086705
E43,cpar_Chr_3,1,5000,2.917148498787687
E43,cpar_Chr_3,5001,10000,2.9954103286999993
E43,cpar_Chr_3,10001,15000,3.1271676281436127
E43,cpar_Chr_3,15001,20000,3.0490483785220057
E43,cpar_Chr_3,20001,25000,3.0365455619956196
E43,cpar_Chr_3,25001,30000,3.085303104855301
E43,cpar_Chr_3,30001,35000,5.185112545452092
E43,cpar_Chr_3,35001,40000,2.810111671815434
E43,cpar_Chr_3,40001,45000,2.8581858125920765
E43,cpar_Chr_3,45001,50000,2.91493604600087
E43,cpar_Chr_3,50001,55000,3.0122856074747006
E43,cpar_Chr_3,55001,60000,2.8840157891646765
E43,cpar_Chr_3,60001,65000,3.02576026437337
E43,cpar_Chr_3,65001,70000,2.852562904805731
E43,cpar_Chr_3,70001,75000,2.9142510050639157
E43,cpar_Chr_3,75001,80000,3.0337119835745785
E43,cpar_Chr_3,80001,85000,3.1467847095200496
E43,cpar_Chr_3,85001,90000,2.8898796084766976
E43,cpar_Chr_3,90001,95000,3.113860134344392
E43,cpar_Chr_3,95001,100000,2.92963984333666
E43,cpar_Chr_3,100001,105000,2.941374037376366
E43,cpar_Chr_3,105001,110000,2.923408920747419
E43,cpar_Chr_3,110001,115000,3.0844623727963105
E43,cpar_Chr_3,115001,120000,2.9199394670069077
E43,cpar_Chr_3,120001,125000,3.313356182704653
E43,cpar_Chr_3,125001,130000,3.029265772900036
E43,cpar_Chr_3,130001,135000,3.0783986133065184
E43,cpar_Chr_3,135001,140000,2.9214767119802656
E43,cpar_Chr_3,140001,145000,2.936898327331333
E43,cpar_Chr_3,145001,150000,2.942857200170492
E43,cpar_Chr_3,150001,155000,3.0529390177189697
E43,cpar_Chr_3,155001,160000,3.0226464419326655
E43,cpar_Chr_3,160001,165000,2.9723745980544525
E43,cpar_Chr_3,165001,170000,2.962621778399383
E43,cpar_Chr_3,170001,175000,3.074909493319013
E43,cpar_Chr_3,175001,180000,3.085212967889912
E43,cpar_Chr_3,180001,185000,2.929426792327559
E43,cpar_Chr_3,185001,190000,2.956277774889927
E43,cpar_Chr_3,190001,195000,3.0042535844316
E43,cpar_Chr_3,195001,200000,2.8830029774444896
E43,cpar_Chr_3,200001,205000,3.1564277259627365
E43,cpar_Chr_3,205001,210000,3.1240570834107406
E43,cpar_Chr_3,210001,215000,2.9917540456130465
E43,cpar_Chr_3,215001,220000,3.1367893394853885
E43,cpar_Chr_3,220001,225000,3.0278366922851445
E43,cpar_Chr_3,225001,230000,3.1045366944153567
E43,cpar_Chr_3,230001,235000,2.9555992893686365
E43,cpar_Chr_3,235001,240000,2.9031084372879423
E43,cpar_Chr_3,240001,245000,2.9162291017407207
E43,cpar_Chr_3,245001,250000,2.9982553790984534
E43,cpar_Chr_3,250001,255000,2.9639033621618203
E43,cpar_Chr_3,255001,260000,3.0828104080488212
E43,cpar_Chr_3,260001,265000,3.102258687471894
E43,cpar_Chr_3,265001,270000,3.0105828382558104
E43,cpar_Chr_3,270001,275000,2.826003638240439
E43,cpar_Chr_3,275001,280000,3.0121594157231564
E43,cpar_Chr_3,280001,285000,2.965466828797837
E43,cpar_Chr_3,285001,290000,2.9699376222811225
E43,cpar_Chr_3,290001,295000,2.9447795758141475
E43,cpar_Chr_3,295001,300000,2.943979815103061
E43,cpar_Chr_3,300001,305000,3.06073668465206
E43,cpar_Chr_3,305001,310000,2.9355429951426686
E43,cpar_Chr_3,310001,315000,2.94368154369032
E43,cpar_Chr_3,315001,320000,2.9227845174053617
E43,cpar_Chr_3,320001,325000,2.998229157435795
E43,cpar_Chr_3,325001,330000,3.0299295087360814
E43,cpar_Chr_3,330001,335000,2.959368653375805
E43,cpar_Chr_3,335001,340000,3.175613788759223
E43,cpar_Chr_3,340001,345000,3.2943241721762853
E43,cpar_Chr_3,345001,350000,3.0893035472646475
E43,cpar_Chr_3,350001,355000,2.9645769311213623
E43,cpar_Chr_3,355001,360000,2.841449836400249
E43,cpar_Chr_3,360001,365000,2.909994901443648
E43,cpar_Chr_3,365001,370000,3.0169727296749187
E43,cpar_Chr_3,370001,375000,2.954945386656089
E43,cpar_Chr_3,375001,380000,2.932350507713988
E43,cpar_Chr_3,380001,385000,2.984929857906155
E43,cpar_Chr_3,385001,390000,2.99800955101103
E43,cpar_Chr_3,390001,395000,3.137897204732713
E43,cpar_Chr_3,395001,400000,2.9097064631544036
E43,cpar_Chr_3,400001,405000,2.824623723243032
E43,cpar_Chr_3,405001,410000,2.943078445449173
E43,cpar_Chr_3,410001,415000,2.8246384729282776
E43,cpar_Chr_3,415001,420000,3.022076120769842
E43,cpar_Chr_3,420001,425000,3.001565864009097
E43,cpar_Chr_3,425001,430000,3.091080064909766
E43,cpar_Chr_3,430001,435000,2.981917644408253
E43,cpar_Chr_3,435001,440000,2.9690182252341564
E43,cpar_Chr_3,440001,445000,2.9578986014130098
E43,cpar_Chr_3,445001,450000,3.039362751877499
E43,cpar_Chr_3,450001,455000,2.9231303155816715
E43,cpar_Chr_3,455001,460000,2.9362886736745217
E43,cpar_Chr_3,460001,465000,2.884122314669227
E43,cpar_Chr_3,465001,470000,3.0329630273348935
E43,cpar_Chr_3,470001,475000,2.907538259423324
E43,cpar_Chr_3,475001,480000,2.9510580251669567
E43,cpar_Chr_3,480001,485000,2.8096970417746454
E43,cpar_Chr_3,485001,490000,2.940148174647079
E43,cpar_Chr_3,490001,495000,2.8768212204727335
E43,cpar_Chr_3,495001,500000,2.9872029482878695
E43,cpar_Chr_3,500001,505000,3.0659662674985273
E43,cpar_Chr_3,505001,510000,2.9446796057252618
E43,cpar_Chr_3,510001,515000,2.9260261704515265
E43,cpar_Chr_3,515001,520000,2.9145459987688245
E43,cpar_Chr_3,520001,525000,2.95047623202672
E43,cpar_Chr_3,525001,530000,3.092142042247437
E43,cpar_Chr_3,530001,535000,3.0356015821399116
E43,cpar_Chr_3,535001,540000,3.1035025775942593
E43,cpar_Chr_3,540001,545000,3.0465015995362927
E43,cpar_Chr_3,545001,550000,3.9030895701653088
E43,cpar_Chr_3,550001,555000,3.0923108442008016
E43,cpar_Chr_3,555001,560000,3.0378123960728116
E43,cpar_Chr_3,560001,565000,2.96146638638849
E43,cpar_Chr_3,565001,570000,2.485713649942858
E43,cpar_Chr_3,570001,575000,2.838119685242611
E43,cpar_Chr_3,575001,580000,2.887763848070935
E43,cpar_Chr_3,580001,585000,2.8989096935547405
E43,cpar_Chr_3,585001,590000,2.922764851158368
E43,cpar_Chr_3,590001,595000,3.0037357065940933
E43,cpar_Chr_3,595001,600000,3.0158648644275945
E43,cpar_Chr_3,600001,605000,2.9036672864733535
E43,cpar_Chr_3,605001,610000,3.0154748171955483
E43,cpar_Chr_3,610001,615000,3.1111265260122365
E43,cpar_Chr_3,615001,620000,3.028370958661813
E43,cpar_Chr_3,620001,625000,2.9853297382616986
E43,cpar_Chr_3,625001,630000,2.959111353310968
E43,cpar_Chr_3,630001,635000,2.892183837082819
E43,cpar_Chr_3,635001,640000,3.026196199515068
E43,cpar_Chr_3,640001,645000,3.0392873645973557
E43,cpar_Chr_3,645001,650000,3.0534060910850758
E43,cpar_Chr_3,650001,655000,3.093182714484199
E43,cpar_Chr_3,655001,660000,3.0127313757398966
E43,cpar_Chr_3,660001,665000,2.9745444406394483
E43,cpar_Chr_3,665001,670000,3.114089573892654
E43,cpar_Chr_3,670001,675000,3.0837347216575357
E43,cpar_Chr_3,675001,680000,3.0694176938459607
E43,cpar_Chr_3,680001,685000,3.075142210575108
E43,cpar_Chr_3,685001,690000,3.0339774779089965
E43,cpar_Chr_3,690001,695000,3.0881334055685095
E43,cpar_Chr_3,695001,700000,3.008711267083555
E43,cpar_Chr_3,700001,705000,2.8908268660402383
E43,cpar_Chr_3,705001,710000,3.081874622462694
E43,cpar_Chr_3,710001,715000,2.9512071608733272
E43,cpar_Chr_3,715001,720000,3.050400433002838
E43,cpar_Chr_3,720001,725000,3.0469014798918357
E43,cpar_Chr_3,725001,730000,2.8715916376262665
E43,cpar_Chr_3,730001,735000,2.8607325915777895
E43,cpar_Chr_3,735001,740000,2.6968816158940117
E43,cpar_Chr_3,740001,745000,3.08338728462731
E43,cpar_Chr_3,745001,750000,3.0433353337702718
E43,cpar_Chr_3,750001,755000,3.0150028272676943
E43,cpar_Chr_3,755001,760000,3.0623460391977293
E43,cpar_Chr_3,760001,765000,3.283448737588646
E43,cpar_Chr_3,765001,770000,3.055253079448588
E43,cpar_Chr_3,770001,775000,3.5030830228706837
E43,cpar_Chr_3,775001,780000,2.996354308555708
E43,cpar_Chr_3,780001,785000,3.0323287908693395
E43,cpar_Chr_3,785001,790000,2.916137325921416
E43,cpar_Chr_3,790001,795000,3.0520130652563395
E43,cpar_Chr_3,795001,800000,2.5408283071433244
E43,cpar_Chr_3,800001,805000,2.989471122107835
E43,cpar_Chr_3,805001,810000,3.183062379808171
E43,cpar_Chr_3,810001,815000,3.1319006382534833
E43,cpar_Chr_3,815001,820000,3.047219417551571
E43,cpar_Chr_3,820001,825000,3.113491392213256
E43,cpar_Chr_3,825001,830000,3.1301355925857783
E43,cpar_Chr_3,830001,835000,3.0834643107613693
E43,cpar_Chr_3,835001,840000,3.015138852142736
E43,cpar_Chr_3,840001,845000,2.907902084992711
E43,cpar_Chr_3,845001,850000,3.037366627807616
E43,cpar_Chr_3,850001,855000,3.0774071066872413
E43,cpar_Chr_3,855001,860000,3.137038445280645
E43,cpar_Chr_3,860001,865000,2.5530574350657114
E43,cpar_Chr_3,865001,870000,2.6200423111809257
E43,cpar_Chr_3,870001,875000,3.4546368622550725
E43,cpar_Chr_3,875001,880000,3.1745337840284735
E43,cpar_Chr_3,880001,885000,2.9937141148967736
E43,cpar_Chr_3,885001,890000,2.9341516081678485
E43,cpar_Chr_3,890001,895000,2.9973441763210684
E43,cpar_Chr_3,895001,900000,3.0883153183532035
E43,cpar_Chr_3,900001,905000,2.9353692766275556
E43,cpar_Chr_3,905001,910000,2.718173605972765
E43,cpar_Chr_3,910001,915000,2.89342117178952
E43,cpar_Chr_3,915001,920000,3.011644815593482
E43,cpar_Chr_3,920001,925000,2.904585044666403
E43,cpar_Chr_3,925001,930000,2.9871734489173782
E43,cpar_Chr_3,930001,935000,3.0446988602285163
E43,cpar_Chr_3,935001,940000,3.0781118138711903
E43,cpar_Chr_3,940001,945000,3.0780855922085317
E43,cpar_Chr_3,945001,950000,3.1546282643627923
E43,cpar_Chr_3,950001,955000,2.884028899996006
E43,cpar_Chr_3,955001,960000,2.7536875703359556
E43,cpar_Chr_3,960001,965000,3.0366537263540865
E43,cpar_Chr_3,965001,970000,2.8959663119213164
E43,cpar_Chr_3,970001,975000,3.0308439892212986
E43,cpar_Chr_3,975001,980000,3.0615692224414692
E43,cpar_Chr_3,980001,985000,3.0681246381061102
E43,cpar_Chr_3,985001,990000,3.060887459212347
E43,cpar_Chr_3,990001,995000,2.6946544134219503
E43,cpar_Chr_3,995001,1000000,3.1731538690310668
E43,cpar_Chr_3,1000001,1005000,3.109164817874593
E43,cpar_Chr_3,1005001,1010000,3.06728390604712
E43,cpar_Chr_3,1010001,1015000,2.9855165676081405
E43,cpar_Chr_3,1015001,1020000,3.525659874419706
E43,cpar_Chr_3,1020001,1025000,3.0351279533581415
E43,cpar_Chr_3,1025001,1030000,2.977243633039364
E43,cpar_Chr_3,1030001,1035000,2.977330492296921
E43,cpar_Chr_3,1035001,1040000,2.9739233150052238
E43,cpar_Chr_3,1040001,1045000,2.96676316224552
E43,cpar_Chr_3,1045001,1050000,3.0112531295075198
E43,cpar_Chr_3,1050001,1055000,3.193660848083979
